ID,tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,conllu_parse
1.24517e+18,My cousin passed away from the corona virus today. Today has been a day. Everyone please be safe. Sanitize sanitize sanitize! Be careful,0,0,0,0,1,1,0,"# text = My cousin passed away from the corona virus today.
1	My	my	PRON	PRP$	_	2	poss	_	_
2	cousin	cousin	NOUN	NN	_	3	nsubj	_	_
3	passed	pass	VERB	VBD	_	0	ROOT	_	_
4	away	away	ADV	RB	_	3	advmod	_	_
5	from	from	ADP	IN	_	4	prep	_	_
6	the	the	DET	DT	_	8	det	_	_
7	corona	corona	PROPN	NNP	_	8	compound	_	_
8	virus	virus	NOUN	NN	_	5	pobj	_	_
9	today	today	NOUN	NN	_	3	npadvmod	_	_
10	.	.	PUNCT	.	_	3	punct	_	_

# text = Today has been a day.
1	Today	today	NOUN	NN	_	3	nsubj	_	_
2	has	have	AUX	VBZ	_	3	aux	_	_
3	been	be	AUX	VBN	_	0	ROOT	_	_
4	a	a	DET	DT	_	5	det	_	_
5	day	day	NOUN	NN	_	3	attr	_	_
6	.	.	PUNCT	.	_	3	punct	_	_

# text = Everyone please be safe.
1	Everyone	everyone	PRON	NN	_	3	nsubj	_	_
2	please	please	INTJ	UH	_	3	intj	_	_
3	be	be	AUX	VB	_	0	ROOT	_	_
4	safe	safe	ADJ	JJ	_	3	acomp	_	_
5	.	.	PUNCT	.	_	3	punct	_	_

# text = Sanitize sanitize sanitize!
1	Sanitize	Sanitize	PROPN	NNP	_	2	nsubj	_	_
2	sanitize	sanitize	VERB	VBP	_	0	ROOT	_	_
3	sanitize	sanitize	VERB	VB	_	2	xcomp	_	_
4	!	!	PUNCT	.	_	2	punct	_	_

# text = Be careful
1	Be	be	AUX	VB	_	0	ROOT	_	_
2	careful	careful	ADJ	JJ	_	1	acomp	_	_"
1.24517e+18,"God for Bid, but if the Corona get worse, Im definitely taking some time off work.",0,0,0,0,1,0,0,"# text = God for Bid, but if the Corona get worse, Im definitely taking some time off work.
1	God	God	PROPN	NNP	_	15	nsubj	_	_
2	for	for	ADP	IN	_	1	prep	_	_
3	Bid	Bid	PROPN	NNP	_	2	pobj	_	_
4	,	,	PUNCT	,	_	1	punct	_	_
5	but	but	CCONJ	CC	_	1	cc	_	_
6	if	if	SCONJ	IN	_	9	mark	_	_
7	the	the	DET	DT	_	8	det	_	_
8	Corona	Corona	PROPN	NNP	_	9	nsubj	_	_
9	get	get	VERB	VB	_	15	advcl	_	_
10	worse	bad	ADJ	JJR	_	9	acomp	_	_
11	,	,	PUNCT	,	_	15	punct	_	_
12	I	I	PRON	PRP	_	15	nsubj	_	_
13	m	m	AUX	VBP	_	15	aux	_	_
14	definitely	definitely	ADV	RB	_	15	advmod	_	_
15	taking	take	VERB	VBG	_	0	ROOT	_	_
16	some	some	DET	DT	_	17	det	_	_
17	time	time	NOUN	NN	_	15	dobj	_	_
18	off	off	ADP	IN	_	15	prep	_	_
19	work	work	NOUN	NN	_	18	pobj	_	_
20	.	.	PUNCT	.	_	15	punct	_	_"
1.24517e+18,why done made me leave the grocery sto fuck the corona mane,0,0,0,0,0,0,1,"# text = why done made me leave the grocery sto fuck the corona mane
1	why	why	SCONJ	WRB	_	3	advmod	_	_
2	done	done	AUX	VBN	_	3	aux	_	_
3	made	make	VERB	VBN	_	0	ROOT	_	_
4	me	I	PRON	PRP	_	5	nsubj	_	_
5	leave	leave	VERB	VB	_	3	ccomp	_	_
6	the	the	DET	DT	_	7	det	_	_
7	grocery	grocery	NOUN	NN	_	5	dobj	_	_
8	sto	sto	ADJ	JJ	_	9	amod	_	_
9	fuck	fuck	NOUN	NN	_	5	dobj	_	_
10	the	the	DET	DT	_	12	det	_	_
11	corona	corona	PROPN	NNP	_	12	compound	_	_
12	mane	mane	NOUN	NN	_	9	dobj	_	_"
1.24517e+18,Human corona virus has been there before Dr Zweli Mkhize was born so my question to you sir is why all of a sudden is spreading so fast ?,0,0,0,0,0,0,1,"# text = Human corona virus has been there before Dr Zweli Mkhize was born so my question to you sir is why all of a sudden is spreading so fast ?
1	Human	human	ADJ	JJ	_	3	amod	_	_
2	corona	corona	NOUN	NN	_	3	compound	_	_
3	virus	virus	NOUN	NN	_	5	nsubj	_	_
4	has	have	AUX	VBZ	_	5	aux	_	_
5	been	be	AUX	VBN	_	0	ROOT	_	_
6	there	there	ADV	RB	_	5	advmod	_	_
7	before	before	SCONJ	IN	_	12	mark	_	_
8	Dr	Dr	PROPN	NNP	_	10	compound	_	_
9	Zweli	Zweli	PROPN	NNP	_	10	compound	_	_
10	Mkhize	Mkhize	PROPN	NNP	_	12	nsubjpass	_	_
11	was	be	AUX	VBD	_	12	auxpass	_	_
12	born	bear	VERB	VBN	_	5	advcl	_	_
13	so	so	ADV	RB	_	19	advmod	_	_
14	my	my	PRON	PRP$	_	15	poss	_	_
15	question	question	NOUN	NN	_	19	nsubj	_	_
16	to	to	ADP	IN	_	15	prep	_	_
17	you	you	PRON	PRP	_	16	pobj	_	_
18	sir	sir	NOUN	NN	_	19	nsubj	_	_
19	is	be	AUX	VBZ	_	5	advcl	_	_
20	why	why	SCONJ	WRB	_	26	advmod	_	_
21	all	all	PRON	DT	_	24	advmod	_	_
22	of	of	ADP	IN	_	24	advmod	_	_
23	a	a	ADV	RB	_	24	advmod	_	_
24	sudden	sudden	ADV	RB	_	26	nsubj	_	_
25	is	be	AUX	VBZ	_	26	aux	_	_
26	spreading	spread	VERB	VBG	_	19	ccomp	_	_
27	so	so	ADV	RB	_	28	advmod	_	_
28	fast	fast	ADV	RB	_	26	advmod	_	_
29	?	?	PUNCT	.	_	19	punct	_	_"
1.24517e+18,Hey how about getting the school nurses that arent working at schools to work on COVID19,1,1,0,0,0,0,1,"# text = Hey how about getting the school nurses that arent working at schools to work on COVID19
1	Hey	hey	INTJ	UH	_	3	intj	_	_
2	how	how	SCONJ	WRB	_	3	advmod	_	_
3	about	about	ADP	IN	_	0	ROOT	_	_
4	getting	get	VERB	VBG	_	3	pcomp	_	_
5	the	the	DET	DT	_	7	det	_	_
6	school	school	NOUN	NN	_	7	compound	_	_
7	nurses	nurse	NOUN	NNS	_	4	dobj	_	_
8	that	that	PRON	WDT	_	11	nsubj	_	_
9	are	be	AUX	VBP	_	11	aux	_	_
10	nt	not	PART	RB	_	11	neg	_	_
11	working	work	VERB	VBG	_	7	relcl	_	_
12	at	at	ADP	IN	_	11	prep	_	_
13	schools	school	NOUN	NNS	_	12	pobj	_	_
14	to	to	PART	TO	_	15	aux	_	_
15	work	work	VERB	VB	_	11	advcl	_	_
16	on	on	ADP	IN	_	15	prep	_	_
17	COVID19	covid19	NOUN	NN	_	3	punct	_	_"
1.24517e+18,Personally Id rather die from the coronavirus than willingly give up freedom,0,0,0,1,0,0,0,"# text = Personally Id rather die from the coronavirus than willingly give up freedom
1	Personally	personally	ADV	RB	_	3	advmod	_	_
2	I	I	PRON	PRP	_	3	compound	_	_
3	d	d	PROPN	NNP	_	5	nsubj	_	_
4	rather	rather	ADV	RB	_	5	advmod	_	_
5	die	die	VERB	VB	_	0	ROOT	_	_
6	from	from	ADP	IN	_	5	prep	_	_
7	the	the	DET	DT	_	8	det	_	_
8	coronavirus	coronavirus	NOUN	NN	_	6	pobj	_	_
9	than	than	SCONJ	IN	_	11	mark	_	_
10	willingly	willingly	ADV	RB	_	11	advmod	_	_
11	give	give	VERB	VB	_	5	advcl	_	_
12	up	up	ADP	RP	_	11	prt	_	_
13	freedom	freedom	NOUN	NN	_	11	dobj	_	_"
1.24517e+18,DC IS SO UNDEFEATED CORONA u might as well go head move along,1,0,0,0,0,1,0,"# text = DC IS SO UNDEFEATED CORONA u might as well go head move along
1	DC	DC	PROPN	NNP	_	2	nsubj	_	_
2	IS	be	AUX	VBZ	_	0	ROOT	_	_
3	SO	so	ADV	RB	_	5	advmod	_	_
4	UNDEFEATED	undefeated	ADJ	JJ	_	5	amod	_	_
5	CORONA	CORONA	PROPN	NNP	_	2	attr	_	_
6	u	u	PRON	PRP	_	10	nsubj	_	_
7	might	might	AUX	MD	_	10	aux	_	_
8	as	as	ADV	RB	_	9	advmod	_	_
9	well	well	ADV	RB	_	10	advmod	_	_
10	go	go	VERB	VB	_	2	conj	_	_
11	head	head	NOUN	NN	_	12	compound	_	_
12	move	move	NOUN	NN	_	10	dobj	_	_
13	along	along	ADP	IN	_	10	prep	_	_"
1.24517e+18,If my mother sends me more corona virus bullshit Im gunna lose it,0,0,0,0,1,0,1,"# text = If my mother sends me more corona virus bullshit Im gunna lose it
1	If	if	SCONJ	IN	_	4	mark	_	_
2	my	my	PRON	PRP$	_	3	poss	_	_
3	mother	mother	NOUN	NN	_	4	nsubj	_	_
4	sends	send	VERB	VBZ	_	13	advcl	_	_
5	me	I	PRON	PRP	_	4	dative	_	_
6	more	more	ADJ	JJR	_	8	amod	_	_
7	corona	corona	PROPN	NNP	_	8	compound	_	_
8	virus	virus	NOUN	NN	_	9	compound	_	_
9	bullshit	bullshit	NOUN	NN	_	13	nsubj	_	_
10	I	I	PRON	PRP	_	11	nsubj	_	_
11	m	m	VERB	VBP	_	9	appos	_	_
12	gunna	gunna	NOUN	NN	_	9	appos	_	_
13	lose	lose	VERB	VBP	_	0	ROOT	_	_
14	it	it	PRON	PRP	_	13	dobj	_	_"
1.24517e+18,"This is my month, please be better, better, better, and so much better. Ilangin corona secepatnya yaallah, aku mau mudikkkk:(",1,0,1,0,0,0,0,"# text = This is my month, please be better, better, better, and so much better.
1	This	this	PRON	DT	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	7	ccomp	_	_
3	my	my	PRON	PRP$	_	4	poss	_	_
4	month	month	NOUN	NN	_	2	attr	_	_
5	,	,	PUNCT	,	_	7	punct	_	_
6	please	please	INTJ	UH	_	7	intj	_	_
7	be	be	AUX	VB	_	0	ROOT	_	_
8	better	well	ADJ	JJR	_	7	acomp	_	_
9	,	,	PUNCT	,	_	7	punct	_	_
10	better	well	ADJ	JJR	_	7	advmod	_	_
11	,	,	PUNCT	,	_	10	punct	_	_
12	better	well	ADV	RBR	_	10	conj	_	_
13	,	,	PUNCT	,	_	12	punct	_	_
14	and	and	CCONJ	CC	_	12	cc	_	_
15	so	so	ADV	RB	_	16	advmod	_	_
16	much	much	ADV	RB	_	17	advmod	_	_
17	better	well	ADJ	JJR	_	12	conj	_	_
18	.	.	PUNCT	.	_	7	punct	_	_

# text = Ilangin corona secepatnya yaallah, aku mau mudikkkk:(
1	Ilangin	ilangin	ADJ	JJ	_	4	amod	_	_
2	corona	corona	PROPN	NNP	_	4	compound	_	_
3	secepatnya	secepatnya	PROPN	NNP	_	4	compound	_	_
4	yaallah	yaallah	PROPN	NNP	_	0	ROOT	_	_
5	,	,	PUNCT	,	_	4	punct	_	_
6	aku	aku	PROPN	NNP	_	8	compound	_	_
7	mau	mau	PROPN	NNP	_	8	compound	_	_
8	mudikkkk	mudikkkk	PROPN	NNP	_	4	appos	_	_
9	:(	:(	PUNCT	.	_	4	punct	_	_"
1.24517e+18,"saw a thread about this one person self diagnosed she suffered covid19 and recovered without going to hospital,,,,,,, can ah,,,",1,0,0,0,0,0,0,"# text = saw a thread about this one person self diagnosed she suffered covid19 and recovered without going to hospital,,,,,,, can ah,,,
1	saw	see	VERB	VBD	_	0	ROOT	_	_
2	a	a	DET	DT	_	3	det	_	_
3	thread	thread	NOUN	NN	_	1	dobj	_	_
4	about	about	ADP	IN	_	3	prep	_	_
5	this	this	DET	DT	_	7	det	_	_
6	one	one	NUM	CD	_	7	nummod	_	_
7	person	person	NOUN	NN	_	4	pobj	_	_
8	self	self	NOUN	NN	_	9	npadvmod	_	_
9	diagnosed	diagnose	VERB	VBD	_	1	ccomp	_	_
10	she	she	PRON	PRP	_	11	nsubj	_	_
11	suffered	suffer	VERB	VBD	_	9	ccomp	_	_
12	covid19	covid19	ADV	RB	_	11	dobj	_	_
13	and	and	CCONJ	CC	_	11	cc	_	_
14	recovered	recover	VERB	VBD	_	11	conj	_	_
15	without	without	ADP	IN	_	14	prep	_	_
16	going	go	VERB	VBG	_	15	pcomp	_	_
17	to	to	ADP	IN	_	16	prep	_	_
18	hospital	hospital	NOUN	NN	_	17	pobj	_	_
19	,	,	PUNCT	,	_	9	punct	_	_
20	,	,	PUNCT	,	_	1	punct	_	_
21	,	,	PUNCT	,	_	1	punct	_	_
22	,	,	PUNCT	,	_	1	punct	_	_
23	,	,	PUNCT	,	_	1	punct	_	_
24	,	,	PUNCT	,	_	1	punct	_	_
25	,	,	PUNCT	,	_	1	punct	_	_
26	can	can	AUX	MD	_	27	aux	_	_
27	ah	ah	VERB	VB	_	1	intj	_	_
28	,	,	PUNCT	,	_	27	punct	_	_
29	,	,	PUNCT	,	_	27	punct	_	_
30	,	,	PUNCT	,	_	27	punct	_	_"
1.24517e+18,Im convinced covid19 took 9 away from us bbn,0,0,1,0,1,1,0,"# text = Im convinced covid19 took 9 away from us bbn
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	m	m	VERB	VBP	_	5	parataxis	_	_
3	convinced	convinced	ADJ	JJ	_	4	amod	_	_
4	covid19	covid19	NOUN	NN	_	5	nsubj	_	_
5	took	take	VERB	VBD	_	0	ROOT	_	_
6	9	9	NUM	CD	_	5	dobj	_	_
7	away	away	ADV	RB	_	5	advmod	_	_
8	from	from	ADP	IN	_	7	prep	_	_
9	us	us	PROPN	NNP	_	10	compound	_	_
10	bbn	bbn	PROPN	NNP	_	8	pobj	_	_"
1.24517e+18,this is why my state will be a hotspot for COVID19 weak governance strong on willful ignorance,0,0,0,1,0,0,1,"# text = this is why my state will be a hotspot for COVID19 weak governance strong on willful ignorance
1	this	this	PRON	DT	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	why	why	SCONJ	WRB	_	7	advmod	_	_
4	my	my	PRON	PRP$	_	5	poss	_	_
5	state	state	NOUN	NN	_	7	nsubj	_	_
6	will	will	AUX	MD	_	7	aux	_	_
7	be	be	AUX	VB	_	2	ccomp	_	_
8	a	a	DET	DT	_	9	det	_	_
9	hotspot	hotspot	NOUN	NN	_	7	attr	_	_
10	for	for	ADP	IN	_	9	prep	_	_
11	COVID19	covid19	PRON	DT	_	13	amod	_	_
12	weak	weak	ADJ	JJ	_	13	amod	_	_
13	governance	governance	NOUN	NN	_	10	pobj	_	_
14	strong	strong	ADJ	JJ	_	13	amod	_	_
15	on	on	ADP	IN	_	14	prep	_	_
16	willful	willful	ADJ	JJ	_	17	amod	_	_
17	ignorance	ignorance	NOUN	NN	_	15	pobj	_	_"
1.24517e+18,was planning to have a Mario Party kind of birthday party for myself my friends this weekend corona sucks,0,0,0,0,0,1,1,"# text = was planning to have a Mario Party kind of birthday party for myself my friends this weekend corona sucks
1	was	be	AUX	VBD	_	2	aux	_	_
2	planning	plan	VERB	VBG	_	0	ROOT	_	_
3	to	to	PART	TO	_	4	aux	_	_
4	have	have	VERB	VB	_	2	xcomp	_	_
5	a	a	DET	DT	_	8	det	_	_
6	Mario	Mario	PROPN	NNP	_	7	compound	_	_
7	Party	Party	PROPN	NNP	_	8	compound	_	_
8	kind	kind	NOUN	NN	_	4	dobj	_	_
9	of	of	ADP	IN	_	8	prep	_	_
10	birthday	birthday	NOUN	NN	_	11	compound	_	_
11	party	party	NOUN	NN	_	9	pobj	_	_
12	for	for	ADP	IN	_	4	prep	_	_
13	myself	myself	PRON	PRP	_	12	pobj	_	_
14	my	my	PRON	PRP$	_	15	poss	_	_
15	friends	friend	NOUN	NNS	_	19	nsubj	_	_
16	this	this	DET	DT	_	17	det	_	_
17	weekend	weekend	NOUN	NN	_	19	npadvmod	_	_
18	corona	corona	PROPN	NNP	_	19	compound	_	_
19	sucks	suck	VERB	VBZ	_	2	advcl	_	_"
1.24517e+18,If the April Fools joke isnt the coronavirus I dont want it,0,0,0,0,0,1,0,"# text = If the April Fools joke isnt the coronavirus I dont want it
1	If	if	SCONJ	IN	_	6	mark	_	_
2	the	the	DET	DT	_	5	det	_	_
3	April	April	PROPN	NNP	_	4	compound	_	_
4	Fools	Fools	PROPN	NNP	_	5	compound	_	_
5	joke	joke	NOUN	NN	_	6	nsubj	_	_
6	is	be	AUX	VBZ	_	0	ROOT	_	_
7	nt	not	PART	RB	_	6	neg	_	_
8	the	the	DET	DT	_	9	det	_	_
9	coronavirus	coronavirus	NOUN	NN	_	6	attr	_	_
10	I	I	PRON	PRP	_	13	nsubj	_	_
11	do	do	AUX	VBP	_	13	aux	_	_
12	nt	not	PART	RB	_	13	neg	_	_
13	want	want	VERB	VB	_	9	relcl	_	_
14	it	it	PRON	PRP	_	13	dobj	_	_"
1.24517e+18,"This is what we've come to. But wait, I thought our president had it all under control. Right? COVID19",1,0,0,0,0,0,1,"# text = This is what we've come to.
1	This	this	PRON	DT	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	what	what	PRON	WP	_	7	pobj	_	_
4	we	we	PRON	PRP	_	6	nsubj	_	_
5	've	have	AUX	VBP	_	6	aux	_	_
6	come	come	VERB	VBN	_	2	ccomp	_	_
7	to	to	ADP	IN	_	6	prep	_	_
8	.	.	PUNCT	.	_	2	punct	_	_

# text = But wait, I thought our president had it all under control.
1	But	but	CCONJ	CC	_	5	cc	_	_
2	wait	wait	VERB	VB	_	5	advcl	_	_
3	,	,	PUNCT	,	_	5	punct	_	_
4	I	I	PRON	PRP	_	5	nsubj	_	_
5	thought	think	VERB	VBD	_	0	ROOT	_	_
6	our	our	PRON	PRP$	_	7	poss	_	_
7	president	president	NOUN	NN	_	8	nsubj	_	_
8	had	have	VERB	VBD	_	5	ccomp	_	_
9	it	it	PRON	PRP	_	8	dobj	_	_
10	all	all	PRON	DT	_	9	appos	_	_
11	under	under	ADP	IN	_	8	prep	_	_
12	control	control	NOUN	NN	_	11	pobj	_	_
13	.	.	PUNCT	.	_	5	punct	_	_

# text = Right?
1	Right	right	INTJ	UH	_	0	ROOT	_	_
2	?	?	PUNCT	.	_	1	punct	_	_

# text = COVID19
1	COVID19	COVID19	PUNCT	.	_	0	ROOT	_	_"
1.24517e+18,Someone very close to me took a test for COVID19 god I hope its negative.,1,0,1,0,1,0,0,"# text = Someone very close to me took a test for COVID19 god I hope its negative.
1	Someone	someone	PRON	NN	_	6	nsubj	_	_
2	very	very	ADV	RB	_	3	advmod	_	_
3	close	close	ADV	RB	_	1	amod	_	_
4	to	to	ADP	IN	_	3	prep	_	_
5	me	I	PRON	PRP	_	4	pobj	_	_
6	took	take	VERB	VBD	_	13	ccomp	_	_
7	a	a	DET	DT	_	8	det	_	_
8	test	test	NOUN	NN	_	6	dobj	_	_
9	for	for	ADP	IN	_	8	prep	_	_
10	COVID19	covid19	ADJ	JJ	_	11	amod	_	_
11	god	god	INTJ	UH	_	9	pobj	_	_
12	I	I	PRON	PRP	_	13	nsubj	_	_
13	hope	hope	VERB	VBP	_	0	ROOT	_	_
14	its	its	PRON	PRP$	_	15	poss	_	_
15	negative	negative	NOUN	NN	_	13	dobj	_	_
16	.	.	PUNCT	.	_	13	punct	_	_"
1.24517e+18,This corona virus killing civilians Send a prayer up for them all HM,0,0,1,0,0,1,0,"# text = This corona virus killing civilians Send a prayer up for them all HM
1	This	this	DET	DT	_	3	det	_	_
2	corona	corona	NOUN	NN	_	3	compound	_	_
3	virus	virus	NOUN	NN	_	6	nsubj	_	_
4	killing	kill	VERB	VBG	_	3	acl	_	_
5	civilians	civilian	NOUN	NNS	_	4	dobj	_	_
6	Send	send	VERB	VBP	_	0	ROOT	_	_
7	a	a	DET	DT	_	8	det	_	_
8	prayer	prayer	NOUN	NN	_	6	dobj	_	_
9	up	up	ADP	RP	_	6	prt	_	_
10	for	for	ADP	IN	_	6	prep	_	_
11	them	they	PRON	PRP	_	10	pobj	_	_
12	all	all	PRON	DT	_	11	appos	_	_
13	HM	hm	ADJ	JJ	_	6	dobj	_	_"
1.24517e+18,I would love to travel and get out of this God forsaken town but covid19 got me stuck at home...,0,0,0,0,0,1,1,"# text = I would love to travel and get out of this God forsaken town but covid19 got me stuck at home...
1	I	I	PRON	PRP	_	3	nsubj	_	_
2	would	would	AUX	MD	_	3	aux	_	_
3	love	love	VERB	VB	_	0	ROOT	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	travel	travel	VERB	VB	_	3	xcomp	_	_
6	and	and	CCONJ	CC	_	5	cc	_	_
7	get	get	VERB	VB	_	5	conj	_	_
8	out	out	ADP	IN	_	7	prep	_	_
9	of	of	ADP	IN	_	8	prep	_	_
10	this	this	PRON	DT	_	9	pobj	_	_
11	God	God	PROPN	NNP	_	12	nsubj	_	_
12	forsaken	forsake	VERB	VBD	_	3	conj	_	_
13	town	town	NOUN	NN	_	12	dobj	_	_
14	but	but	CCONJ	CC	_	13	cc	_	_
15	covid19	covid19	NOUN	NN	_	13	conj	_	_
16	got	get	VERB	VBD	_	3	dep	_	_
17	me	I	PRON	PRP	_	18	nsubj	_	_
18	stuck	stick	VERB	VBN	_	16	ccomp	_	_
19	at	at	ADP	IN	_	18	prep	_	_
20	home	home	NOUN	NN	_	19	pobj	_	_
21	...	...	PUNCT	:	_	3	punct	_	_"
1.24517e+18,Eating Cheetos- and drinking fruit punch -coping the best way I can COVID19,1,0,0,0,0,0,0,"# text = Eating Cheetos- and drinking fruit punch -coping the best way I can COVID19
1	Eating	eat	VERB	VBG	_	0	ROOT	_	_
2	Cheetos-	Cheetos-	PROPN	NNP	_	1	dobj	_	_
3	and	and	CCONJ	CC	_	1	cc	_	_
4	drinking	drink	VERB	VBG	_	1	conj	_	_
5	fruit	fruit	NOUN	NN	_	6	compound	_	_
6	punch	punch	NOUN	NN	_	4	dobj	_	_
7	-coping	-cope	VERB	VBG	_	1	intj	_	_
8	the	the	DET	DT	_	10	det	_	_
9	best	good	ADJ	JJS	_	10	amod	_	_
10	way	way	NOUN	NN	_	1	npadvmod	_	_
11	I	I	PRON	PRP	_	12	nsubj	_	_
12	can	can	AUX	MD	_	10	relcl	_	_
13	COVID19	covid19	ADV	RB	_	1	punct	_	_"
1.24517e+18,Coronavirus really flipped my life upside down but Im trying to stay positive,1,0,0,0,0,1,0,"# text = Coronavirus really flipped my life upside down
1	Coronavirus	Coronavirus	PROPN	NNP	_	3	nsubj	_	_
2	really	really	ADV	RB	_	3	advmod	_	_
3	flipped	flip	VERB	VBD	_	0	ROOT	_	_
4	my	my	PRON	PRP$	_	5	poss	_	_
5	life	life	NOUN	NN	_	3	dobj	_	_
6	upside	upside	ADV	RB	_	7	advmod	_	_
7	down	down	ADV	RB	_	3	advmod	_	_

# text = but Im trying to stay positive
1	but	but	CCONJ	CC	_	4	cc	_	_
2	I	I	PRON	PRP	_	4	nsubj	_	_
3	m	m	AUX	VBP	_	4	aux	_	_
4	trying	try	VERB	VBG	_	0	ROOT	_	_
5	to	to	PART	TO	_	6	aux	_	_
6	stay	stay	VERB	VB	_	4	xcomp	_	_
7	positive	positive	ADJ	JJ	_	6	acomp	_	_"
1.24517e+18,"This is a huge problem, given the fact that in the case of COVID19 we truly are all in this together.",1,0,0,0,1,1,0,"# text = This is a huge problem, given the fact that in the case of COVID19 we truly are all in this together.
1	This	this	PRON	DT	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	a	a	DET	DT	_	5	det	_	_
4	huge	huge	ADJ	JJ	_	5	amod	_	_
5	problem	problem	NOUN	NN	_	2	attr	_	_
6	,	,	PUNCT	,	_	2	punct	_	_
7	given	give	VERB	VBN	_	2	prep	_	_
8	the	the	DET	DT	_	9	det	_	_
9	fact	fact	NOUN	NN	_	7	pobj	_	_
10	that	that	SCONJ	IN	_	18	mark	_	_
11	in	in	ADP	IN	_	18	prep	_	_
12	the	the	DET	DT	_	13	det	_	_
13	case	case	NOUN	NN	_	11	pobj	_	_
14	of	of	ADP	IN	_	13	prep	_	_
15	COVID19	covid19	NOUN	NN	_	14	pobj	_	_
16	we	we	PRON	PRP	_	18	nsubj	_	_
17	truly	truly	ADV	RB	_	18	advmod	_	_
18	are	be	AUX	VBP	_	9	acl	_	_
19	all	all	PRON	DT	_	18	dep	_	_
20	in	in	ADP	IN	_	18	prep	_	_
21	this	this	PRON	DT	_	20	pobj	_	_
22	together	together	ADV	RB	_	18	advmod	_	_
23	.	.	PUNCT	.	_	2	punct	_	_"
1.24517e+18,The problem of poverty has now covered the cover of religion. The issue has changed. There is relief from corona. All is well,1,0,0,0,1,0,0,"# text = The problem of poverty has now covered the cover of religion.
1	The	the	DET	DT	_	2	det	_	_
2	problem	problem	NOUN	NN	_	7	nsubj	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	poverty	poverty	NOUN	NN	_	3	pobj	_	_
5	has	have	AUX	VBZ	_	7	aux	_	_
6	now	now	ADV	RB	_	7	advmod	_	_
7	covered	cover	VERB	VBN	_	0	ROOT	_	_
8	the	the	DET	DT	_	9	det	_	_
9	cover	cover	NOUN	NN	_	7	dobj	_	_
10	of	of	ADP	IN	_	9	prep	_	_
11	religion	religion	NOUN	NN	_	10	pobj	_	_
12	.	.	PUNCT	.	_	7	punct	_	_

# text = The issue has changed.
1	The	the	DET	DT	_	2	det	_	_
2	issue	issue	NOUN	NN	_	4	nsubj	_	_
3	has	have	AUX	VBZ	_	4	aux	_	_
4	changed	change	VERB	VBN	_	0	ROOT	_	_
5	.	.	PUNCT	.	_	4	punct	_	_

# text = There is relief from corona.
1	There	there	PRON	EX	_	2	expl	_	_
2	is	be	VERB	VBZ	_	0	ROOT	_	_
3	relief	relief	NOUN	NN	_	2	attr	_	_
4	from	from	ADP	IN	_	3	prep	_	_
5	corona	corona	PROPN	NNP	_	4	pobj	_	_
6	.	.	PUNCT	.	_	2	punct	_	_

# text = All is well
1	All	all	PRON	DT	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	well	well	ADV	RB	_	2	advmod	_	_"
1.24517e+18,"I hate this april mop,fuck u corona go away!!!",0,0,0,0,0,0,1,"# text = I hate this april mop,fuck u corona go away!!!
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	hate	hate	VERB	VBP	_	10	parataxis	_	_
3	this	this	DET	DT	_	5	det	_	_
4	april	april	PROPN	NNP	_	5	compound	_	_
5	mop	mop	PROPN	NNP	_	2	dobj	_	_
6	,	,	PUNCT	,	_	5	punct	_	_
7	fuck	fuck	NOUN	NN	_	9	compound	_	_
8	u	u	PROPN	NNP	_	9	compound	_	_
9	corona	corona	PROPN	NNP	_	10	nsubj	_	_
10	go	go	VERB	VBP	_	0	ROOT	_	_
11	away	away	ADV	RB	_	10	advmod	_	_
12	!	!	PUNCT	.	_	10	punct	_	_
13	!	!	PUNCT	.	_	10	punct	_	_
14	!	!	PUNCT	.	_	10	punct	_	_"
